Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Distance_from_Home,Gender,Exam_Score,Study_Efficiency,Sleep_Category,Improvement_Potential,Has_Tutoring
26,75,0.0,1.0,0,6,72,1.0,1,0.0,0.0,1,1.0,3,0,2.0,1,66,0.34210526315789475,Normal,2.6666666666666665,0
19,89,0.0,1.0,1,5,60,0.0,1,3.5,1.0,1,2.0,2,0,1.0,0,69,0.2111111111111111,Low,3.0,1
20,79,1.0,0.0,1,6,74,0.0,1,2.0,0.0,1,2.0,2,0,0.0,1,64,0.25,Normal,3.5238095238095237,1
24,65,1.0,1.0,0,7,55,0.0,1,1.0,0.0,0,2.0,3,1,2.0,0,63,0.36363636363636365,Normal,2.2,1
13,97,2.0,2.0,0,7,70,1.0,1,1.0,0.0,1,1.0,4,0,2.0,0,71,0.1326530612244898,Normal,5.0,1
22,78,2.0,1.0,0,7,54,1.0,1,1.0,1.0,1,0.0,3,1,1.0,1,65,0.27848101265822783,Normal,2.347826086956522,1
21,89,0.0,1.0,1,9,85,0.0,1,1.0,1.0,1,0.0,5,0,0.0,0,68,0.23333333333333334,Good,3.8636363636363638,1
23,75,1.0,1.0,0,7,64,2.0,1,1.0,0.0,1,0.0,3,1,1.0,1,64,0.3026315789473684,Normal,2.6666666666666665,1
22,61,0.0,0.0,1,10,76,2.0,1,1.0,2.0,1,2.0,2,0,2.0,1,64,0.3548387096774194,Oversleep,3.3043478260869565,1
35,64,1.0,1.0,1,8,51,1.0,1,2.0,1.0,1,0.0,5,1,2.0,1,66,0.5384615384615384,Good,1.4166666666666667,1
16,80,2.0,1.0,0,6,76,1.0,1,1.0,1.0,1,2.0,4,0,2.0,1,68,0.19753086419753085,Normal,4.470588235294118,1
17,88,1.0,1.0,0,10,50,1.0,1,3.0,0.0,1,1.0,5,0,1.0,0,67,0.19101123595505617,Oversleep,2.7777777777777777,1
16,73,0.0,2.0,1,7,96,1.0,1,1.0,1.0,0,2.0,3,0,1.0,0,66,0.21621621621621623,Normal,5.647058823529412,1
17,88,1.0,1.0,1,10,75,1.0,1,2.0,1.0,1,1.0,3,0,2.0,1,68,0.19101123595505617,Oversleep,4.166666666666667,1
16,88,0.0,1.0,0,7,55,1.0,1,3.0,0.0,1,1.0,3,0,2.0,1,66,0.1797752808988764,Normal,3.235294117647059,1
27,88,1.0,1.0,0,7,67,1.0,1,3.0,2.0,1,1.0,4,0,0.0,1,71,0.30337078651685395,Normal,2.392857142857143,1
29,80,1.0,2.0,1,8,52,1.0,1,3.5,0.0,1,2.0,4,0,1.0,0,71,0.35802469135802467,Good,1.7333333333333334,1
17,97,1.0,2.0,0,7,77,1.0,1,0.0,0.0,0,0.0,4,0,0.0,1,68,0.17346938775510204,Normal,4.277777777777778,0
15,80,2.0,0.0,0,9,56,2.0,1,3.0,1.0,1,1.0,3,1,2.0,0,64,0.18518518518518517,Good,3.5,1
23,78,1.0,1.0,1,10,74,0.0,1,3.0,1.0,1,0.0,4,0,1.0,1,67,0.2911392405063291,Oversleep,3.0833333333333335,1
17,68,2.0,1.0,1,4,65,2.0,1,0.0,1.0,0,2.0,2,0,1.0,1,64,0.2463768115942029,Low,3.611111111111111,0
24,72,2.0,0.0,1,8,88,2.0,1,3.0,0.0,1,2.0,2,0,2.0,0,68,0.3287671232876712,Good,3.52,1
21,62,1.0,0.0,0,6,74,2.0,1,0.0,0.0,0,2.0,3,1,0.0,1,62,0.3333333333333333,Normal,3.3636363636363638,0
11,85,1.0,0.0,1,4,92,0.0,1,0.0,1.0,1,1.0,1,0,2.0,1,64,0.12790697674418605,Low,7.666666666666667,0
29,70,0.0,2.0,0,8,97,0.0,1,3.0,0.0,1,2.0,3,0,1.0,1,70,0.4084507042253521,Good,3.2333333333333334,1
31,72,1.0,1.0,0,8,98,2.0,1,0.0,0.0,1,1.0,4,0,0.0,1,68,0.4246575342465753,Good,3.0625,0
16,91,1.0,1.0,0,8,63,2.0,1,2.0,1.0,1,1.0,3,0,2.0,0,69,0.17391304347826086,Good,3.7058823529411766,1
18,73,0.0,1.0,1,8,88,0.0,1,3.0,0.0,1,2.0,4,0,1.0,1,65,0.24324324324324326,Good,4.631578947368421,1
22,70,1.0,2.0,1,8,72,1.0,1,2.0,2.0,1,1.0,3,0,2.0,1,67,0.30985915492957744,Good,3.130434782608696,1
22,67,2.0,1.0,0,6,71,0.0,1,2.0,1.0,1,2.0,2,0,1.0,1,65,0.3235294117647059,Normal,3.0869565217391304,1
24,91,2.0,1.0,0,7,93,0.0,1,0.0,1.0,1,2.0,2,0,1.0,1,71,0.2608695652173913,Normal,3.72,0
32,65,1.0,0.0,1,8,57,0.0,1,2.0,0.0,1,2.0,3,0,1.0,0,65,0.48484848484848486,Good,1.7272727272727273,1
19,78,1.0,1.0,1,9,74,0.0,1,2.0,0.0,1,2.0,5,0,1.0,0,66,0.24050632911392406,Good,3.7,1
15,80,2.0,1.0,0,7,80,1.0,1,0.0,0.0,1,1.0,5,0,2.0,0,65,0.18518518518518517,Normal,5.0,0
12,87,1.0,1.0,1,7,53,0.0,1,2.0,1.0,0,1.0,1,0,2.0,1,65,0.13636363636363635,Normal,4.076923076923077,1
16,85,0.0,1.0,0,7,93,2.0,1,1.0,1.0,1,2.0,3,0,2.0,1,68,0.18604651162790697,Normal,5.470588235294118,1
20,92,1.0,1.0,1,5,66,1.0,1,2.0,1.0,1,0.0,2,1,1.0,1,68,0.21505376344086022,Low,3.142857142857143,1
31,62,2.0,1.0,0,8,83,1.0,1,0.0,1.0,0,1.0,2,1,2.0,0,67,0.49206349206349204,Good,2.59375,0
17,72,0.0,1.0,1,5,96,2.0,1,3.0,2.0,1,0.0,3,0,1.0,1,65,0.2328767123287671,Low,5.333333333333333,1
21,71,1.0,0.0,0,8,86,1.0,1,2.0,1.0,1,1.0,2,0,2.0,1,66,0.2916666666666667,Good,3.909090909090909,1
20,66,1.0,1.0,1,7,94,0.0,1,0.0,1.0,1,1.0,4,0,1.0,0,63,0.29850746268656714,Normal,4.476190476190476,0
27,72,2.0,2.0,1,5,53,1.0,1,1.0,2.0,0,1.0,5,0,2.0,1,70,0.3698630136986301,Low,1.8928571428571428,1
35,72,2.0,2.0,1,5,75,1.0,1,1.0,0.0,1,2.0,5,0,1.0,1,72,0.4794520547945205,Low,2.0833333333333335,1
17,81,1.0,2.0,0,6,78,1.0,1,2.0,0.0,0,2.0,2,0,1.0,1,67,0.2073170731707317,Normal,4.333333333333333,1
17,87,2.0,0.0,1,6,84,1.0,1,0.0,1.0,1,2.0,3,0,0.0,1,67,0.19318181818181818,Normal,4.666666666666667,0
26,75,0.0,1.0,1,9,56,1.0,1,1.0,0.0,1,2.0,5,0,1.0,1,66,0.34210526315789475,Good,2.074074074074074,1
24,89,0.0,1.0,0,7,83,1.0,0,1.0,0.0,1,1.0,3,0,1.0,1,66,0.26666666666666666,Normal,3.32,1
31,73,2.0,1.0,1,8,57,1.0,1,2.0,0.0,1,1.0,4,0,0.0,1,69,0.4189189189189189,Good,1.78125,1
24,72,1.0,0.0,1,9,53,1.0,1,0.0,0.0,0,1.0,4,1,1.0,1,62,0.3287671232876712,Good,2.12,0
18,82,0.0,1.0,0,9,73,0.0,1,2.0,0.0,1,2.0,4,0,2.0,0,66,0.21686746987951808,Good,3.8421052631578947,1
24,61,1.0,1.0,0,7,80,2.0,1,0.0,0.0,1,2.0,3,0,1.0,1,64,0.3870967741935484,Normal,3.2,0
27,63,2.0,1.0,1,6,98,1.0,1,1.0,0.0,1,2.0,2,0,1.0,0,67,0.421875,Normal,3.5,1
25,77,2.0,2.0,0,8,85,1.0,1,2.0,1.0,1,2.0,1,0,2.0,1,71,0.32051282051282054,Good,3.269230769230769,1
23,98,2.0,1.0,1,6,80,1.0,1,1.0,1.0,1,2.0,2,0,1.0,1,73,0.23232323232323232,Normal,3.3333333333333335,1
26,89,1.0,0.0,1,10,61,0.0,1,0.0,1.0,1,1.0,3,0,1.0,0,68,0.28888888888888886,Oversleep,2.259259259259259,0
27,64,2.0,0.0,1,8,58,1.0,1,2.0,2.0,1,1.0,1,0,0.0,1,66,0.4153846153846154,Good,2.0714285714285716,1
28,94,1.0,2.0,1,7,80,1.0,1,3.0,0.0,1,2.0,4,0,0.0,1,75,0.29473684210526313,Normal,2.7586206896551726,1
24,89,1.0,2.0,1,8,61,1.0,1,1.0,0.0,1,2.0,3,0,2.0,0,72,0.26666666666666666,Good,2.44,1
19,84,2.0,0.0,1,7,85,1.0,1,1.0,2.0,0,1.0,3,0,2.0,1,68,0.2235294117647059,Normal,4.25,1
21,93,1.0,1.0,1,6,56,1.0,0,1.0,0.0,1,2.0,3,0,2.0,1,68,0.22340425531914893,Normal,2.5454545454545454,1
27,76,0.0,2.0,1,8,67,1.0,1,1.0,1.0,1,2.0,4,0,2.0,1,69,0.35064935064935066,Good,2.392857142857143,1
15,69,1.0,1.0,1,7,89,1.0,1,1.0,0.0,1,0.0,2,0,1.0,0,63,0.21428571428571427,Normal,5.5625,1
22,80,1.0,2.0,1,10,92,1.0,1,0.0,1.0,1,2.0,2,0,2.0,0,70,0.2716049382716049,Oversleep,4.0,0
18,82,0.0,1.0,1,6,67,0.0,1,1.0,2.0,0,2.0,3,0,1.0,1,66,0.21686746987951808,Normal,3.526315789473684,1
20,82,0.0,0.0,1,8,60,1.0,1,3.0,1.0,1,2.0,4,0,1.0,1,66,0.24096385542168675,Good,2.857142857142857,1
28,83,1.0,2.0,0,6,98,1.0,1,1.0,0.0,0,1.0,2,0,1.0,1,72,0.3333333333333333,Normal,3.3793103448275863,1
21,98,0.0,1.0,0,6,88,1.0,1,1.0,1.0,1,1.0,3,0,2.0,1,71,0.21212121212121213,Normal,4.0,1
20,96,2.0,1.0,0,4,90,1.0,1,3.0,0.0,0,1.0,2,0,2.0,1,72,0.20618556701030927,Low,4.285714285714286,1
12,95,1.0,1.0,0,8,61,2.0,1,3.5,2.0,0,1.0,1,0,2.0,1,69,0.125,Good,4.6923076923076925,1
24,92,0.0,2.0,1,6,71,0.0,1,2.0,0.0,1,2.0,2,0,2.0,1,71,0.25806451612903225,Normal,2.84,1
24,98,1.0,0.0,0,9,53,1.0,1,3.0,2.0,0,0.0,2,0,0.0,1,69,0.24242424242424243,Good,2.12,1
33,64,2.0,1.0,0,8,55,1.0,1,1.0,1.0,1,1.0,3,0,1.0,0,68,0.5076923076923077,Good,1.6176470588235294,1
18,71,0.0,0.0,1,7,61,0.0,1,2.0,0.0,1,0.0,4,0,2.0,1,61,0.25,Normal,3.210526315789474,1
21,80,1.0,2.0,0,5,65,2.0,1,2.0,1.0,0,1.0,1,0,1.0,1,68,0.25925925925925924,Low,2.9545454545454546,1
21,94,2.0,1.0,1,8,100,0.0,1,0.0,0.0,1,1.0,3,0,2.0,1,72,0.22105263157894736,Good,4.545454545454546,0
29,80,1.0,1.0,1,6,71,1.0,1,0.0,1.0,1,2.0,3,0,1.0,0,70,0.35802469135802467,Normal,2.3666666666666667,0
19,90,2.0,1.0,1,5,85,2.0,1,0.0,1.0,0,2.0,5,0,2.0,0,73,0.2087912087912088,Low,4.25,0
22,66,1.0,2.0,0,8,95,0.0,1,3.0,1.0,0,2.0,3,0,1.0,0,67,0.3283582089552239,Good,4.130434782608695,1
24,70,1.0,2.0,0,5,62,1.0,1,2.0,0.0,0,0.0,4,1,2.0,1,65,0.3380281690140845,Low,2.48,1
21,89,1.0,1.0,0,4,57,1.0,1,1.0,2.0,0,2.0,2,0,2.0,0,68,0.23333333333333334,Low,2.590909090909091,1
17,67,0.0,2.0,1,9,62,2.0,1,3.0,1.0,1,2.0,3,0,2.0,1,65,0.25,Good,3.4444444444444446,1
21,74,2.0,1.0,0,6,94,1.0,1,1.0,0.0,1,2.0,1,0,2.0,1,97,0.28,Normal,4.2727272727272725,1
26,71,2.0,0.0,1,4,83,0.0,1,1.0,1.0,1,0.0,3,0,1.0,1,66,0.3611111111111111,Low,3.074074074074074,1
14,74,2.0,2.0,1,6,73,2.0,1,2.0,1.0,0,1.0,3,0,2.0,0,67,0.18666666666666668,Normal,4.866666666666666,1
21,88,2.0,1.0,0,6,91,1.0,1,2.0,2.0,1,1.0,1,0,1.0,0,70,0.23595505617977527,Normal,4.136363636363637,1
16,75,2.0,1.0,1,9,62,1.0,1,3.0,0.0,1,2.0,4,0,1.0,0,66,0.21052631578947367,Good,3.6470588235294117,1
27,82,1.0,2.0,1,5,62,0.0,1,1.0,0.0,0,1.0,4,0,1.0,0,69,0.3253012048192771,Low,2.2142857142857144,1
11,64,2.0,1.0,1,5,78,0.0,1,2.0,0.0,0,1.0,4,0,1.0,1,62,0.16923076923076924,Low,6.5,1
17,92,1.0,0.0,1,8,90,2.0,1,1.0,2.0,1,0.0,3,0,2.0,1,68,0.1827956989247312,Good,5.0,1
22,75,1.0,2.0,1,6,63,0.0,1,1.0,0.0,1,2.0,2,0,2.0,1,67,0.2894736842105263,Normal,2.739130434782609,1
29,86,1.0,1.0,1,7,61,1.0,1,0.0,1.0,1,0.0,4,0,0.0,0,68,0.3333333333333333,Normal,2.033333333333333,0
20,89,2.0,1.0,1,6,74,1.0,1,1.0,0.0,0,1.0,2,0,1.0,1,69,0.2222222222222222,Normal,3.5238095238095237,1
17,68,1.0,1.0,1,10,57,1.0,1,1.0,2.0,0,2.0,1,1,1.0,0,62,0.2463768115942029,Oversleep,3.1666666666666665,1
31,95,2.0,1.0,1,5,87,1.0,1,2.0,0.0,1,1.0,3,0,1.0,1,75,0.3229166666666667,Low,2.71875,1
11,85,1.0,1.0,0,7,79,0.0,1,2.0,2.0,1,2.0,3,0,2.0,1,65,0.12790697674418605,Normal,6.583333333333333,1
7,77,2.0,1.0,0,9,76,1.0,1,2.0,1.0,1,0.0,3,0,1.0,1,63,0.08974358974358974,Good,9.5,1
23,67,2.0,1.0,0,6,94,0.0,1,1.0,1.0,1,2.0,2,0,0.0,1,66,0.3382352941176471,Normal,3.9166666666666665,1
17,98,0.0,2.0,0,6,87,2.0,0,3.0,1.0,0,2.0,5,0,2.0,0,71,0.1717171717171717,Normal,4.833333333333333,1
14,90,2.0,1.0,1,8,57,1.0,1,0.0,1.0,1,2.0,3,1,1.0,1,66,0.15384615384615385,Good,3.8,0
24,68,1.0,1.0,0,9,71,1.0,1,2.0,1.0,1,1.0,4,0,2.0,1,66,0.34782608695652173,Good,2.84,1
21,74,1.0,2.0,0,6,66,0.0,1,1.0,1.0,0,0.0,4,0,2.0,1,66,0.28,Normal,3.0,1
17,92,2.0,2.0,1,9,90,1.0,1,1.0,2.0,1,2.0,3,0,1.0,1,71,0.1827956989247312,Good,5.0,1
12,88,1.0,1.0,1,7,86,2.0,1,3.0,1.0,1,2.0,3,1,1.0,1,68,0.1348314606741573,Normal,6.615384615384615,1
25,91,1.0,1.0,0,8,74,2.0,1,1.0,1.0,0,2.0,3,0,1.0,1,71,0.2717391304347826,Good,2.8461538461538463,1
24,78,1.0,1.0,1,9,91,0.0,1,0.0,2.0,1,0.0,3,0,0.0,0,68,0.3037974683544304,Good,3.64,0
19,89,0.0,1.0,0,8,71,1.0,1,2.0,0.0,1,2.0,4,0,2.0,1,68,0.2111111111111111,Good,3.55,1
31,75,1.0,1.0,0,7,90,0.0,1,2.0,1.0,1,1.0,2,1,1.0,1,68,0.40789473684210525,Normal,2.8125,1
14,68,1.0,1.0,1,6,52,1.0,1,2.0,0.0,1,2.0,2,0,2.0,1,62,0.2028985507246377,Normal,3.466666666666667,1
11,85,2.0,0.0,1,10,57,2.0,1,0.0,1.0,1,1.0,5,0,2.0,1,65,0.12790697674418605,Oversleep,4.75,0
16,99,0.0,2.0,0,6,88,2.0,1,2.0,0.0,1,1.0,3,0,2.0,1,71,0.16,Normal,5.176470588235294,1
20,72,1.0,2.0,1,7,56,0.0,1,0.0,0.0,1,0.0,6,1,1.0,1,63,0.273972602739726,Normal,2.6666666666666665,0
21,78,2.0,1.0,0,8,84,0.0,1,1.0,2.0,1,2.0,4,0,2.0,1,68,0.26582278481012656,Good,3.8181818181818183,1
19,87,2.0,0.0,1,8,86,0.0,1,1.0,1.0,1,2.0,4,0,1.0,0,69,0.2159090909090909,Good,4.3,1
22,82,2.0,2.0,0,10,83,1.0,1,1.0,0.0,0,1.0,2,1,1.0,1,69,0.26506024096385544,Oversleep,3.608695652173913,1
12,94,1.0,2.0,1,7,91,0.0,1,3.0,1.0,0,2.0,3,0,2.0,0,71,0.12631578947368421,Normal,7.0,1
29,90,1.0,2.0,0,7,76,1.0,1,0.0,0.0,1,1.0,1,0,1.0,0,71,0.31868131868131866,Normal,2.533333333333333,0
20,62,1.0,1.0,1,9,95,0.0,1,0.0,1.0,0,1.0,3,1,2.0,1,62,0.31746031746031744,Good,4.523809523809524,0
27,100,0.0,0.0,1,7,78,0.0,1,2.0,1.0,1,0.0,2,0,2.0,1,70,0.26732673267326734,Normal,2.7857142857142856,1
22,90,2.0,2.0,0,8,75,2.0,1,1.0,0.0,0,1.0,3,0,1.0,1,70,0.24175824175824176,Good,3.260869565217391,1
23,95,1.0,1.0,1,7,75,1.0,1,2.0,2.0,1,2.0,2,0,2.0,1,73,0.23958333333333334,Normal,3.125,1
23,86,1.0,2.0,1,8,96,0.0,1,3.0,1.0,0,2.0,2,0,1.0,0,71,0.26436781609195403,Good,4.0,1
23,94,1.0,0.0,1,8,62,1.0,1,2.0,0.0,1,2.0,0,0,1.0,0,69,0.24210526315789474,Good,2.5833333333333335,1
24,64,1.0,2.0,1,6,85,2.0,1,0.0,2.0,0,1.0,3,1,2.0,1,66,0.36923076923076925,Normal,3.4,0
28,74,1.0,0.0,1,4,62,1.0,1,1.0,0.0,0,1.0,3,0,1.0,1,65,0.37333333333333335,Low,2.1379310344827585,1
21,95,2.0,1.0,0,4,55,1.0,1,2.0,1.0,0,1.0,1,0,2.0,1,71,0.21875,Low,2.5,1
24,68,1.0,1.0,1,4,98,2.0,1,2.0,1.0,1,0.0,2,0,2.0,1,68,0.34782608695652173,Low,3.92,1
19,63,1.0,2.0,1,7,56,1.0,1,2.0,0.0,0,2.0,3,0,2.0,0,64,0.296875,Normal,2.8,1
29,92,0.0,0.0,1,4,84,1.0,1,2.0,0.0,1,0.0,3,0,2.0,1,71,0.3118279569892473,Low,2.8,1
16,93,0.0,1.0,0,7,71,1.0,1,0.0,1.0,1,2.0,2,0,2.0,1,67,0.1702127659574468,Normal,4.176470588235294,0
31,67,1.0,0.0,0,7,92,2.0,1,2.0,1.0,1,0.0,3,0,0.0,0,66,0.45588235294117646,Normal,2.875,1
20,94,0.0,2.0,1,8,89,1.0,1,1.0,0.0,1,2.0,4,0,2.0,1,71,0.21052631578947367,Good,4.238095238095238,1
11,87,0.0,1.0,0,8,57,2.0,1,0.0,0.0,1,0.0,2,0,1.0,1,62,0.125,Good,4.75,0
21,81,2.0,1.0,0,8,73,1.0,1,3.0,0.0,1,2.0,2,1,2.0,1,67,0.25609756097560976,Good,3.3181818181818183,1
16,93,1.0,0.0,1,8,51,1.0,1,3.0,0.0,1,1.0,2,0,2.0,1,67,0.1702127659574468,Good,3.0,1
25,77,0.0,1.0,1,7,71,1.0,1,0.0,1.0,1,0.0,3,0,2.0,0,66,0.32051282051282054,Normal,2.730769230769231,0
16,68,0.0,1.0,1,7,85,2.0,1,1.0,0.0,0,2.0,3,0,1.0,0,64,0.2318840579710145,Normal,5.0,1
17,71,0.0,1.0,1,6,62,1.0,1,2.0,0.0,1,1.0,3,1,2.0,1,62,0.2361111111111111,Normal,3.4444444444444446,1
9,80,1.0,2.0,0,7,91,0.0,1,1.0,1.0,1,1.0,3,0,2.0,0,65,0.1111111111111111,Normal,9.1,1
17,81,1.0,0.0,1,5,53,0.0,1,0.0,1.0,1,1.0,1,0,2.0,1,63,0.2073170731707317,Low,2.9444444444444446,0
5,92,1.0,1.0,1,9,52,1.0,1,2.0,2.0,0,1.0,4,1,1.0,0,64,0.053763440860215055,Good,8.666666666666666,1
10,92,0.0,2.0,1,6,51,0.0,1,1.0,1.0,0,1.0,3,0,2.0,0,65,0.10752688172043011,Normal,4.636363636363637,1
25,83,1.0,2.0,0,7,64,1.0,1,0.0,0.0,1,1.0,2,0,1.0,1,68,0.2976190476190476,Normal,2.4615384615384617,0
25,91,1.0,2.0,1,7,73,1.0,1,2.0,0.0,1,2.0,3,0,2.0,0,72,0.2717391304347826,Normal,2.8076923076923075,1
23,68,1.0,1.0,1,9,55,1.0,1,0.0,0.0,1,2.0,3,0,1.0,1,64,0.3333333333333333,Good,2.2916666666666665,0
14,62,2.0,1.0,0,4,100,0.0,1,1.0,0.0,1,1.0,3,0,2.0,1,62,0.2222222222222222,Low,6.666666666666667,1
20,95,1.0,0.0,1,7,100,0.0,0,3.0,0.0,0,1.0,2,0,2.0,0,69,0.20833333333333334,Normal,4.761904761904762,1
20,63,0.0,0.0,1,8,76,1.0,1,3.0,1.0,1,1.0,4,0,2.0,0,64,0.3125,Good,3.619047619047619,1
13,70,2.0,1.0,0,10,78,1.0,1,1.0,0.0,1,0.0,2,0,0.0,0,61,0.18309859154929578,Oversleep,5.571428571428571,1
29,88,1.0,2.0,0,7,96,0.0,1,2.0,0.0,1,2.0,2,0,2.0,0,72,0.3258426966292135,Normal,3.2,1
25,76,1.0,0.0,1,6,88,0.0,1,1.0,1.0,0,0.0,3,0,0.0,1,66,0.3246753246753247,Normal,3.3846153846153846,1
19,95,2.0,0.0,0,10,58,0.0,1,2.0,2.0,1,2.0,3,0,2.0,1,69,0.19791666666666666,Oversleep,2.9,1
20,72,1.0,1.0,0,8,90,2.0,0,2.0,0.0,0,1.0,2,0,2.0,0,65,0.273972602739726,Good,4.285714285714286,1
21,60,2.0,1.0,1,9,62,1.0,1,2.0,0.0,1,2.0,3,0,2.0,1,64,0.3442622950819672,Good,2.8181818181818183,1
8,72,0.0,1.0,1,5,72,1.0,1,3.0,2.0,0,2.0,4,0,2.0,0,62,0.1095890410958904,Low,8.0,1
19,83,1.0,1.0,0,8,77,2.0,1,1.0,0.0,1,2.0,4,0,0.0,1,66,0.2261904761904762,Good,3.85,1
16,75,0.0,0.0,1,5,86,1.0,1,0.0,0.0,1,2.0,1,0,1.0,0,62,0.21052631578947367,Low,5.0588235294117645,0
14,81,1.0,1.0,1,5,58,2.0,1,3.0,0.0,1,0.0,4,0,1.0,1,66,0.17073170731707318,Low,3.8666666666666667,1
18,95,1.0,2.0,0,8,54,1.0,1,2.0,2.0,1,1.0,3,0,1.0,0,70,0.1875,Good,2.8421052631578947,1
31,96,1.0,1.0,1,8,93,0.0,1,3.0,0.0,1,2.0,3,0,2.0,1,75,0.31958762886597936,Good,2.90625,1
24,71,0.0,2.0,1,6,91,1.0,1,3.0,2.0,1,1.0,2,0,0.0,0,67,0.3333333333333333,Normal,3.64,1
17,78,0.0,1.0,1,9,76,0.0,1,3.5,1.0,1,2.0,2,0,2.0,1,66,0.21518987341772153,Good,4.222222222222222,1
23,82,1.0,2.0,0,6,83,1.0,1,2.0,1.0,0,2.0,3,0,1.0,1,71,0.27710843373493976,Normal,3.4583333333333335,1
28,98,2.0,1.0,1,7,86,1.0,1,2.0,1.0,0,1.0,2,0,2.0,0,75,0.2828282828282828,Normal,2.9655172413793105,1
26,100,2.0,2.0,0,7,74,0.0,1,1.0,1.0,1,1.0,2,0,0.0,0,72,0.25742574257425743,Normal,2.740740740740741,1
20,69,2.0,1.0,0,7,63,0.0,1,2.0,0.0,0,0.0,2,0,1.0,0,64,0.2857142857142857,Normal,3.0,1
16,89,1.0,1.0,1,9,74,1.0,0,1.0,0.0,1,1.0,3,0,0.0,1,65,0.17777777777777778,Good,4.352941176470588,1
24,75,0.0,1.0,0,5,98,2.0,1,1.0,0.0,1,2.0,3,0,2.0,1,67,0.3157894736842105,Low,3.92,1
22,60,1.0,1.0,0,6,92,0.0,1,2.0,0.0,1,0.0,2,0,2.0,1,63,0.36065573770491804,Normal,4.0,1
25,60,1.0,0.0,1,5,73,0.0,1,1.0,1.0,1,0.0,2,0,2.0,1,62,0.4098360655737705,Low,2.8076923076923075,1
24,78,0.0,2.0,1,10,61,2.0,1,2.0,1.0,1,2.0,4,0,1.0,0,69,0.3037974683544304,Oversleep,2.44,1
26,80,1.0,1.0,1,7,94,1.0,1,1.0,0.0,0,2.0,2,0,1.0,1,70,0.32098765432098764,Normal,3.4814814814814814,1
17,61,0.0,1.0,1,6,82,2.0,1,0.0,1.0,1,1.0,4,0,2.0,1,63,0.27419354838709675,Normal,4.555555555555555,0
28,87,1.0,1.0,1,7,70,1.0,1,2.0,0.0,1,1.0,2,0,2.0,1,71,0.3181818181818182,Normal,2.413793103448276,1
21,72,1.0,0.0,1,8,56,1.0,1,0.0,0.0,1,1.0,4,0,2.0,1,63,0.2876712328767123,Good,2.5454545454545454,0
32,82,0.0,1.0,1,8,88,0.0,1,0.0,2.0,1,2.0,2,0,1.0,1,71,0.3855421686746988,Good,2.6666666666666665,0
16,72,1.0,1.0,1,6,66,0.0,1,0.0,0.0,0,2.0,4,0,2.0,1,63,0.2191780821917808,Normal,3.8823529411764706,0
30,67,1.0,2.0,1,6,80,2.0,1,0.0,0.0,1,1.0,4,0,1.0,1,68,0.4411764705882353,Normal,2.5806451612903225,0
21,76,1.0,0.0,1,5,78,2.0,0,0.0,0.0,1,1.0,3,0,2.0,1,65,0.2727272727272727,Low,3.5454545454545454,0
16,69,2.0,2.0,1,7,85,1.0,1,0.0,2.0,0,0.0,3,0,2.0,0,66,0.22857142857142856,Normal,5.0,0
17,81,0.0,1.0,1,9,77,1.0,1,3.0,0.0,1,1.0,4,0,0.0,1,66,0.2073170731707317,Good,4.277777777777778,1
18,68,2.0,2.0,0,6,82,0.0,1,0.0,1.0,1,2.0,3,0,2.0,1,66,0.2608695652173913,Normal,4.315789473684211,0
23,80,0.0,0.0,1,8,54,1.0,1,0.0,1.0,0,2.0,2,0,2.0,0,65,0.2839506172839506,Good,2.25,0
23,66,1.0,2.0,0,6,83,1.0,1,0.0,2.0,1,2.0,2,0,2.0,0,66,0.34328358208955223,Normal,3.4583333333333335,0
17,87,1.0,1.0,1,5,60,1.0,1,3.5,1.0,0,2.0,3,1,2.0,0,67,0.19318181818181818,Low,3.3333333333333335,1
20,90,2.0,1.0,0,8,70,1.0,1,0.0,1.0,0,1.0,3,0,1.0,0,68,0.21978021978021978,Good,3.3333333333333335,0
33,64,1.0,0.0,1,10,76,0.0,1,2.0,2.0,0,1.0,3,0,2.0,1,68,0.5076923076923077,Oversleep,2.235294117647059,1
30,79,0.0,1.0,0,8,84,1.0,1,3.0,0.0,0,0.0,3,0,1.0,0,69,0.375,Good,2.7096774193548385,1
23,63,1.0,0.0,1,6,87,0.0,1,1.0,1.0,1,1.0,2,0,2.0,1,64,0.359375,Normal,3.625,1
20,84,1.0,1.0,0,6,85,1.0,1,0.0,1.0,0,2.0,3,0,1.0,1,67,0.23529411764705882,Normal,4.0476190476190474,0
21,71,1.0,1.0,1,10,55,0.0,1,1.0,1.0,1,0.0,4,0,1.0,0,63,0.2916666666666667,Oversleep,2.5,1
24,81,0.0,2.0,1,7,69,1.0,1,3.0,0.0,1,0.0,3,0,2.0,1,67,0.2926829268292683,Normal,2.76,1
14,81,1.0,2.0,1,6,64,0.0,0,2.0,2.0,1,1.0,2,0,0.0,0,64,0.17073170731707318,Normal,4.266666666666667,1
18,97,0.0,1.0,0,7,70,0.0,1,0.0,2.0,1,1.0,2,1,2.0,0,66,0.1836734693877551,Normal,3.6842105263157894,0
